gene_name	panel_count	gene_synonyms	gene_description
ERC1	1	Cast2|ELKS|ERC-1|RAB6IP2	ELKS/RAB6-interacting/CAST family member 1
BHMT2	1	-	betaine--homocysteine S-methyltransferase 2
EPS8	1	DFNB102	epidermal growth factor receptor pathway substrate 8
LARS2	1	LEURS|PRLTS4|mtLeuRS	leucyl-tRNA synthetase 2
COBLL1	1	COBLR1	cordon-bleu WH2 repeat protein like 1
HERPUD1	1	HERP|Mif1|SUP	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1
MYOD1	1	MYF3|MYOD|PUM|bHLHc1	myogenic differentiation 1
DDX10	1	HRH-J8	DEAD (Asp-Glu-Ala-Asp) box polypeptide 10
GJB2	1	CX26|DFNA3|DFNA3A|DFNB1|DFNB1A|HID|KID|NSRD1|PPK	gap junction protein beta 2
CDK16	1	PCTAIRE|PCTAIRE1|PCTGAIRE|PCTK1	cyclin-dependent kinase 16
SULF2	1	HSULF-2	sulfatase 2
GRIN3A	1	GluN3A|NMDAR-L|NR3A	glutamate receptor, ionotropic, N-methyl-D-aspartate 3A
KLF2	1	LKLF	Kruppel-like factor 2
PSMC1	1	P26S4|S4|p56	proteasome 26S subunit, ATPase 1
PSMC2	1	MSS1|Nbla10058|S7	proteasome 26S subunit, ATPase 2
PSMC3	1	TBP1	proteasome 26S subunit, ATPase 3
PSMC4	1	MIP224|RPT3|S6|TBP-7|TBP7	proteasome 26S subunit, ATPase 4
PSMC5	1	S8|SUG-1|SUG1|TBP10|TRIP1|p45|p45/SUG	proteasome 26S subunit, ATPase 5
PSMC6	1	CADP44|HEL-S-73|P44|SUG2|p42	proteasome 26S subunit, ATPase 6
FBN2	1	CCA|DA9|EOMD	fibrillin 2
APH1B	1	APH-1B|PRO1328|PSFL|TAAV688	aph-1 homolog B, gamma secretase subunit
ZNF300	1	-	zinc finger protein 300
P2RY1	1	P2Y1	purinergic receptor P2Y, G-protein coupled, 1
WNT5A	1	hWNT5A	wingless-type MMTV integration site family member 5A
MIR133A1	1	MIRN133A1|mir-133a-1	microRNA 133a-1
MIR133A2	1	MIRN133A2|mir-133a-2	microRNA 133a-2
MAP3K13	1	LZK|MEKK13|MLK	mitogen-activated protein kinase kinase kinase 13
FUCA1	1	FUCA	fucosidase, alpha-L- 1, tissue
SLC1A3	1	EA6|EAAT1|GLAST|GLAST1	solute carrier family 1 (glial high affinity glutamate transporter), member 3
LIF	1	CDF|DIA|HILDA|MLPLI	leukemia inhibitory factor
KIAA1549	1	-	KIAA1549
IKBKG	1	AMCBX1|FIP-3|FIP3|Fip3p|IKK-gamma|IMD33|IP|IP1|IP2|IPD2|NEMO|ZC2HC9	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma
FCGR1A	1	CD64|CD64A|FCRI|IGFR1	Fc fragment of IgG, high affinity Ia, receptor (CD64)
EIF3A	1	EIF3|EIF3S10|P167|TIF32|eIF3-p170|eIF3-theta|p180|p185	eukaryotic translation initiation factor 3 subunit A
FGFBP1	1	FGF-BP|FGF-BP1|FGFBP|FGFBP-1|HBP17	fibroblast growth factor binding protein 1
FADD	1	GIG3|MORT1	Fas associated via death domain
NOL11	1	-	nucleolar protein 11
NEB	1	NEB177D|NEM2	nebulin
BAZ1B	1	WBSCR10|WBSCR9|WSTF	bromodomain adjacent to zinc finger domain 1B
NMT2	1	-	N-myristoyltransferase 2
CXCL9	1	CMK|Humig|MIG|SCYB9|crg-10	chemokine (C-X-C motif) ligand 9
NUMBL	1	CAG3A|CTG3a|NBL|NUMB-R|NUMBLIKE|NUMBR|TNRC23	numb homolog (Drosophila)-like
RHD	1	CD240D|DIIIc|RH|RH30|RHCED|RHDVA(TT)|RHDel|RHPII|RHXIII|Rh4|RhDCw|RhII|RhK562-II|RhPI	Rh blood group, D antigen
CCAR1	1	-	cell division cycle and apoptosis regulator 1
EXOSC4	1	RRP41|RRP41A|Rrp41p|SKI6|Ski6p|hRrp41p|p12A	exosome component 4
GNAI2	1	GIP|GNAI2B|H_LUCA15.1|H_LUCA16.1	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2
TCP11L2	1	-	t-complex 11, testis-specific-like 2
TACSTD2	1	EGP-1|EGP1|GA733-1|GA7331|GP50|M1S1|TROP2	tumor-associated calcium signal transducer 2
TRIM7	1	GNIP|RNF90	tripartite motif containing 7
DEPDC5	1	DEP.5|FFEVF	DEP domain containing 5
ALKBH6	1	ABH6	alkB homolog 6
MIR29C	1	MIRN29C|miRNA29C|mir-29c	microRNA 29c
MIR29A	1	MIRN29|MIRN29A|hsa-mir-29|hsa-mir-29a|miRNA29A|mir-29a	microRNA 29a
PSMB10	1	LMP10|MECL1|beta2i	proteasome subunit beta 10
ZNF620	1	-	zinc finger protein 620
MIR613	1	MIRN613|hsa-mir-613	microRNA 613
MIR612	1	MIRN612|hsa-mir-612	microRNA 612
SKP2	1	FBL1|FBXL1|FLB1|p45	S-phase kinase-associated protein 2, E3 ubiquitin protein ligase
ATP5A1	1	ATP5A|ATP5AL2|ATPM|COXPD22|HEL-S-123m|MC5DN4|MOM2|OMR|ORM|hATP1	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle
SNORA5B	1	ACA5b	small nucleolar RNA, H/ACA box 5B
VKORC1	1	EDTP308|MST134|MST576|VKCFD2|VKOR	vitamin K epoxide reductase complex subunit 1
MIR18B	1	MIRN18B|hsa-mir-18b|mir-18b	microRNA 18b
MIR186	1	MIRN186|miR-186	microRNA 186
MIR185	1	MIRN185|miR-185	microRNA 185
MIR184	1	EDICT|MIRN184|miR-184	microRNA 184
MIR183	1	MIRN183|miR-183|miRNA183	microRNA 183
MIR182	1	MIRN182|miRNA182|mir-182	microRNA 182
ENO1	1	ENO1L1|HEL-S-17|MPB1|NNE|PPH	enolase 1, (alpha)
CLU	1	AAG4|APO-J|APOJ|CLI|CLU1|CLU2|KUB1|NA1/NA2|SGP-2|SGP2|SP-40|TRPM-2|TRPM2	clusterin
MIR503	1	MIRN503|hsa-mir-503|mir-503	microRNA 503
MIR502	1	MIRN502|hsa-mir-502|mir-502	microRNA 502
MIR501	1	MIRN501|hsa-mir-501|mir-501	microRNA 501
ALOX5	1	5-LO|5-LOX|5LPG|LOG5	arachidonate 5-lipoxygenase
IGLL5	1	IGL|IGLV|VL-MAR	immunoglobulin lambda-like polypeptide 5
PTK7	1	CCK-4|CCK4	protein tyrosine kinase 7 (inactive)
SPECC1	1	CYTSB|HCMOGT-1|HCMOGT1|NSP	sperm antigen with calponin homology and coiled-coil domains 1
CYP17A1	1	CPT7|CYP17|P450C17|S17AH	cytochrome P450 family 17 subfamily A member 1
SEMA6A	1	HT018|SEMA|SEMA6A1|SEMAQ|VIA	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A
INPPL1	1	OPSMD|SHIP2	inositol polyphosphate phosphatase like 1
PRKCH	1	PKC-L|PKCL|PRKCL|nPKC-eta	protein kinase C, eta
MIR874	1	MIRN874|hsa-mir-874|mir-874	microRNA 874
PRKCE	1	PKCE|nPKC-epsilon	protein kinase C, epsilon
PRKCG	1	PKC-gamma|PKCC|PKCG|SCA14	protein kinase C, gamma
TANC2	1	ROLSA|rols	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2
HIST1H3C	1	H3.1|H3/c|H3FC	histone cluster 1, H3c
PRKCZ	1	PKC-ZETA|PKC2	protein kinase C, zeta
PRKCQ	1	PRKCT|nPKC-theta	protein kinase C, theta
ACKR3	1	CMKOR1|CXC-R7|CXCR-7|CXCR7|GPR159|RDC-1|RDC1	atypical chemokine receptor 3
MIR199B	1	MIRN199B|mir-199b	microRNA 199b
VTI1A	1	MMDS3|MVti1|VTI1RP2|Vti1-rp2	vesicle transport through interaction with t-SNAREs 1A
ZNF91	1	HPF7|HTF10	zinc finger protein 91
PTHLH	1	BDE2|HHM|PLP|PTHR|PTHRP	parathyroid hormone-like hormone
ACTG1	1	ACT|ACTG|BRWS2|DFNA20|DFNA26|HEL-176	actin gamma 1
ATF7IP	1	AM|ATF-IP|MCAF|MCAF1|p621	activating transcription factor 7 interacting protein
PRB1	1	PM|PMF|PMS|PRB1L|PRB1M	proline-rich protein BstNI subfamily 1
MIRLET7F1	1	LET7F1|MIRNLET7F1|let-7f-1	microRNA let-7f-1
MAP3K8	1	AURA2|COT|EST|ESTF|MEKK8|TPL2|Tpl-2|c-COT	mitogen-activated protein kinase kinase kinase 8
MIRLET7F2	1	LET7F2|MIRNLET7F2|let-7f-2	microRNA let-7f-2
MAP3K3	1	MAPKKK3|MEKK3	mitogen-activated protein kinase kinase kinase 3
MAP3K4	1	MAPKKK4|MEKK 4|MEKK4|MTK1|PRO0412	mitogen-activated protein kinase kinase kinase 4
MAP3K5	1	ASK1|MAPKKK5|MEKK5	mitogen-activated protein kinase kinase kinase 5
SETDB1	1	ESET|H3-K9-HMTase4|KG1T|KMT1E|TDRD21	SET domain, bifurcated 1
LUC7L2	1	CGI-59|CGI-74|LUC7B2	LUC7-like 2 pre-mRNA splicing factor
CTSZ	1	CTSX	cathepsin Z
RPL10	1	AUTSX5|DXS648|DXS648E|L10|NOV|QM	ribosomal protein L10
OMA1	1	2010001O09Rik|DAB1|MPRP-1|YKR087C|ZMPOMA1|peptidase	OMA1 zinc metallopeptidase
TCL6	1	TNG1|TNG2	T-cell leukemia/lymphoma 6 (non-protein coding)
CXCL8	1	GCP-1|GCP1|IL8|LECT|LUCT|LYNAP|MDNCF|MONAP|NAF|NAP-1|NAP1	chemokine (C-X-C motif) ligand 8
PRRX1	1	AGOTC|PHOX1|PMX1|PRX-1|PRX1	paired related homeobox 1
SPEG	1	APEG-1|APEG1|BPEG|CNM5|SPEGalpha|SPEGbeta	SPEG complex locus
ZNF483	1	ZKSCAN16|ZSCAN48	zinc finger protein 483
TIMM8B	1	DDP2|TIM8B	translocase of inner mitochondrial membrane 8 homolog B (yeast)
AHNAK	1	AHNAKRS	AHNAK nucleoprotein
AFF4	1	AF5Q31|CHOPS|MCEF	AF4/FMR2 family member 4
PNPLA4	1	DXS1283E|GS2|iPLA2eta	patatin like phospholipase domain containing 4
MAP1A	1	MAP1L|MTAP1A	microtubule associated protein 1A
MAP1B	1	FUTSCH|MAP5|PPP1R102	microtubule associated protein 1B
STK40	1	SHIK|SgK495	serine/threonine kinase 40
FRZB	1	FRE|FRITZ|FRP-3|FRZB-1|FRZB-PEN|FRZB1|FZRB|OS1|SFRP3|SRFP3|hFIZ	frizzled-related protein
ATG13	1	KIAA0652|PARATARG8	autophagy related 13
PWP1	1	IEF-SSP-9502	PWP1 homolog, endonuclein
FRMD7	1	NYS|NYS1|XIPAN	FERM domain containing 7
ZNF132	1	pHZ-12	zinc finger protein 132
DNER	1	UNQ26|bet	delta/notch like EGF repeat containing
UBE2I	1	C358B7.1|P18|UBC9	ubiquitin conjugating enzyme E2I
NAA15	1	Ga19|NARG1|NAT1P|NATH|TBDN|TBDN100	N(alpha)-acetyltransferase 15, NatA auxiliary subunit
PSMB3	1	HC10-II	proteasome subunit beta 3
CTBS	1	CTB	chitobiase, di-N-acetyl-
HMGN2P46	1	C15orf21|D-PCa-2	high mobility group nucleosomal binding domain 2 pseudogene 46
UBE2Z	1	HOYS7|USE1	ubiquitin conjugating enzyme E2Z
PSMB1	1	HC5|PMSB1|PSC5	proteasome subunit beta 1
TOP3A	1	TOP3|ZGRF7	topoisomerase (DNA) III alpha
LHFP	1	-	lipoma HMGIC fusion partner
KRT7	1	CK7|K2C7|K7|SCL	keratin 7, type II
IL1A	1	IL-1A|IL1|IL1-ALPHA|IL1F1	interleukin 1 alpha
CAST	1	BS-17|PLACK	calpastatin
ALOX12B	1	12R-LOX|ARCI2	arachidonate 12-lipoxygenase, 12R type
EPB41L3	1	4.1B|DAL-1|DAL1	erythrocyte membrane protein band 4.1-like 3
THRAP3	1	TRAP150	thyroid hormone receptor associated protein 3
COMT	1	HEL-S-98n	catechol-O-methyltransferase
MAST1	1	SAST|SAST170	microtubule associated serine/threonine kinase 1
TDRD10	1	-	tudor domain containing 10
FAM72A	1	LMPIP|Ugene	family with sequence similarity 72 member A
CYP1A1	1	AHH|AHRR|CP11|CYP1|P1-450|P450-C|P450DX	cytochrome P450 family 1 subfamily A member 1
CYP1A2	1	CP12|P3-450|P450(PA)	cytochrome P450 family 1 subfamily A member 2
LATS2	1	KPM	large tumor suppressor kinase 2
WNT3	1	INT4|TETAMS	wingless-type MMTV integration site family member 3
WNT2	1	INT1L1|IRP	wingless-type MMTV integration site family member 2
WNT6	1	-	wingless-type MMTV integration site family member 6
WNT4	1	SERKAL|WNT-4	wingless-type MMTV integration site family member 4
EIF2S2	1	EIF2|EIF2B|EIF2beta|PPP1R67|eIF-2-beta	eukaryotic translation initiation factor 2 subunit beta
TTF1	1	TTF-1|TTF-I	transcription termination factor, RNA polymerase I
ATP11B	1	ATPIF|ATPIR	ATPase, class VI, type 11B
ANKRD12	1	ANCO-2|ANCO1|GAC-1|Nbla00144	ankyrin repeat domain 12
ANKRD11	1	ANCO-1|ANCO1|LZ16|T13	ankyrin repeat domain 11
GNAT2	1	ACHM4|GNATC	guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 2
SHQ1	1	GRIM-1|Shq1p	SHQ1, H/ACA ribonucleoprotein assembly factor
PCNA	1	ATLD2	proliferating cell nuclear antigen
SLC44A3	1	CTL3	solute carrier family 44 member 3
SLC44A4	1	C6orf29|CTL4|NG22|TPPT	solute carrier family 44 member 4
ANXA6	1	ANX6|CBP68	annexin A6
MIR26B	1	MIRN26B|hsa-mir-26b|miR-26b	microRNA 26b
MCM7	1	CDC47|MCM2|P1.1-MCM3|P1CDC47|P85MCM|PNAS146|PPP1R104	minichromosome maintenance complex component 7
IK	1	CSA2|RED	IK cytokine, down-regulator of HLA II
MCM2	1	BM28|CCNL1|CDCL1|D3S3194|MITOTIN|cdc19	minichromosome maintenance complex component 2
WNT9B	1	WNT14B|WNT15	wingless-type MMTV integration site family member 9B
WNT9A	1	WNT14	wingless-type MMTV integration site family member 9A
TMEM167B	1	AD-020|C1orf119	transmembrane protein 167B
ILF3	1	CBTF|DRBF|DRBP76|MMP4|MPHOSPH4|MPP4|NF-AT-90|NF110|NF110b|NF90|NF90a|NF90b|NFAR|NFAR-1|NFAR2|TCP110|TCP80	interleukin enhancer binding factor 3
TIMP2	1	CSC-21K|DDC8	TIMP metallopeptidase inhibitor 2
ZRANB3	1	4933425L19Rik|AH2	zinc finger, RAN-binding domain containing 3
MDS2	1	-	myelodysplastic syndrome 2 translocation associated
PSMC1P1	1	PSMC1P|bcm3415	proteasome (prosome, macropain) 26S subunit, ATPase, 1 pseudogene 1
MS4A1	1	B1|Bp35|CD20|CVID5|LEU-16|MS4A2|S7	membrane-spanning 4-domains, subfamily A, member 1
TPX2	1	C20orf1|C20orf2|DIL-2|DIL2|FLS353|GD:C20orf1|HCA519|HCTP4|REPP86|p100	TPX2, microtubule-associated
DNTT	1	TDT	DNA nucleotidylexotransferase
MICAL1	1	MICAL|MICAL-1|NICAL	microtubule associated monooxygenase, calponin and LIM domain containing 1
GOT2	1	KAT4|KATIV|mitAAT	glutamic-oxaloacetic transaminase 2
GOT1	1	AST1|ASTQTL1|GIG18|cAspAT|cCAT	glutamic-oxaloacetic transaminase 1, soluble
SOD1	1	ALS|ALS1|HEL-S-44|IPOA|SOD|hSod1|homodimer	superoxide dismutase 1, soluble
RANGAP1	1	Fug1|RANGAP|SD	Ran GTPase activating protein 1
BRINP3	1	DBCCR1L|DBCCR1L1|FAM5C	bone morphogenetic protein/retinoic acid inducible neural-specific 3
TNFRSF8	1	CD30|D1S166E|Ki-1	tumor necrosis factor receptor superfamily member 8
ROBO1	1	DUTT1|SAX3	roundabout guidance receptor 1
MST1R	1	CD136|CDw136|PTK8|RON	macrophage stimulating 1 receptor
TLR2	1	CD282|TIL4	toll-like receptor 2
DDX6	1	HLR2|P54|RCK	DEAD (Asp-Glu-Ala-Asp) box helicase 6
VDR	1	NR1I1|PPP1R163	vitamin D (1,25- dihydroxyvitamin D3) receptor
SLC7A8	1	LAT2|LPI-PC1	solute carrier family 7 (amino acid transporter light chain, L system), member 8
TRAF1	1	EBI6|MGC:10353	TNF receptor associated factor 1
NFKBIB	1	IKBB|TRIP9	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta
HLA-B	1	AS|HLAB|SPDA1	major histocompatibility complex, class I, B
HLA-A	1	HLAA	major histocompatibility complex, class I, A
KCNJ11	1	BIR|HHF2|IKATP|KIR6.2|MODY13|PHHI|TNDM3	potassium channel, inwardly rectifying subfamily J, member 11
MIR429	1	MIRN429|hsa-mir-429|mir-429	microRNA 429
NFKBIZ	1	IKBZ|INAP|MAIL	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta
DPEP1	1	MBD1|MDP|RDP	dipeptidase 1 (renal)
FLG	1	ATOD2	filaggrin
TAF13	1	TAF(II)18|TAF2K|TAFII-18|TAFII18	TATA-box binding protein associated factor 13
NACA	1	HSD48|NACA1|skNAC	nascent polypeptide-associated complex alpha subunit
ABCB11	1	ABC16|BRIC2|BSEP|PFIC-2|PFIC2|PGY4|SPGP	ATP binding cassette subfamily B member 11
SLC26A3	1	CLD|DRA	solute carrier family 26 (anion exchanger), member 3
HIST1H2BA	1	H2BFU|STBP|TSH2B|TSH2B.1|bA317E16.3	histone cluster 1, H2ba
HIST1H2BB	1	H2B.1|H2B/f|H2BFF	histone cluster 1, H2bb
FGF5	1	HBGF-5|Smag-82|TCMGLY	fibroblast growth factor 5
KIAA1109	1	FSA|Tweek	KIAA1109
CDC27	1	ANAPC3|APC3|CDC27Hs|D0S1430E|D17S978E|H-NUC|HNUC|NUC2	cell division cycle 27
MIR517A	1	MIRN517A|mir-517a	microRNA 517a
SDC4	1	SYND4	syndecan 4
HOXD13	1	BDE|BDSD|HOX4I|SPD	homeobox D13
HOXD11	1	HOX4|HOX4F	homeobox D11
IPO7	1	Imp7|RANBP7	importin 7
SMCHD1	1	-	structural maintenance of chromosomes flexible hinge domain containing 1
CLCC1	1	MCLC	chloride channel CLIC-like 1
CES2	1	CE-2|CES2A1|PCE-2|iCE	carboxylesterase 2
TNPO1	1	IPO2|KPNB2|MIP|MIP1|TRN	transportin 1
GNL3L	1	-	guanine nucleotide binding protein-like 3 (nucleolar)-like
CNKSR1	1	CNK|CNK1	connector enhancer of kinase suppressor of Ras 1
MAPK3	1	ERK-1|ERK1|ERT2|HS44KDAP|HUMKER1A|P44ERK1|P44MAPK|PRKM3|p44-ERK1|p44-MAPK	mitogen-activated protein kinase 3
MIR4423	1	mir-4423	microRNA 4423
MIR422A	1	MIRN422A	microRNA 422a
WWTR1	1	TAZ	WW domain containing transcription regulator 1
MIR320A	1	MIRN320|MIRN320A|hsa-mir-320a|mir-320a	microRNA 320a
NKX3-1	1	BAPX2|NKX3|NKX3.1|NKX3A	NK3 homeobox 1
TBC1D12	1	-	TBC1 domain family member 12
MIR27A	1	MIR27|MIRN27A|mir-27a	microRNA 27a
MIR27B	1	MIR-27b|MIRN27B|miRNA27B	microRNA 27b
ADAM10	1	AD10|AD18|CD156c|HsT18717|MADM|RAK|kuz	ADAM metallopeptidase domain 10
MIR675	1	MIRN675|hsa-mir-675	microRNA 675
SERPINA1	1	A1A|A1AT|AAT|PI|PI1|PRO2275|alpha1AT	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1
WNT8A	1	WNT8D	wingless-type MMTV integration site family member 8A
WNT8B	1	-	wingless-type MMTV integration site family member 8B
MIR200A	1	MIRN200A|mir-200a	microRNA 200a
PTPRC	1	B220|CD45|CD45R|GP180|L-CA|LCA|LY5|T200	protein tyrosine phosphatase, receptor type, C
MIR200C	1	MIRN200C|mir-200c	microRNA 200c
MIR200B	1	MIRN200B|mir-200b	microRNA 200b
FAAP24	1	C19orf40	Fanconi anemia core complex associated protein 24
PTGIS	1	CYP8|CYP8A1|PGIS|PTGI	prostaglandin I2 (prostacyclin) synthase
MIR302F	1	MIRN302F|hsa-mir-302f	microRNA 302f
MIR302B	1	MIRN302B|mir-302b	microRNA 302b
CLTCL1	1	CHC22|CLH22|CLTCL|CLTD	clathrin, heavy chain-like 1
NEDD4L	1	NEDD4-2|NEDD4.2|RSP5|hNEDD4-2	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase
AHNAK2	1	C14orf78	AHNAK nucleoprotein 2
MIR30E	1	MIRN30E|mir-30e	microRNA 30e
MIR30D	1	MIRN30D|mir-30d	microRNA 30d
MIR30A	1	MIRN30A|mir-30a	microRNA 30a
MIR30B	1	MIRN30B|mir-30b	microRNA 30b
SCG5	1	7B2|P7B2|SGNE1|SgV	secretogranin V
PSME2P2	1	-	proteasome activator subunit 2 pseudogene 2
NEK8	1	JCK|NEK12A|NPHP9|RHPD2	NIMA-related kinase 8
OTUD7A	1	C15orf16|C16ORF15|CEZANNE2|OTUD7	OTU deubiquitinase 7A
MIR30C2	1	MIRN30C2|mir-30c-2	microRNA 30c-2
MIR30C1	1	MIRN30C1|mir-30c-1	microRNA 30c-1
MIR411	1	MIRN411|hsa-mir-411|mir-411	microRNA 411
SF3A1	1	PRP21|PRPF21|SAP114|SF3A120	splicing factor 3a, subunit 1, 120kDa
ARHGEF12	1	LARG|PRO2792	Rho guanine nucleotide exchange factor (GEF) 12
MUC17	1	MUC-17|MUC-3|MUC3	mucin 17, cell surface associated
ODAM	1	APIN	odontogenic, ameloblast asssociated
AHR	1	bHLHe76	aryl hydrocarbon receptor
CEP76	1	C18orf9|HsT1705	centrosomal protein 76kDa
ZYG11B	1	ZYG11	zyg-11 family member B, cell cycle regulator
MMP14	1	MMP-14|MMP-X1|MT-MMP|MT-MMP 1|MT1-MMP|MT1MMP|MTMMP1|WNCHRS	matrix metallopeptidase 14
PDS5A	1	PIG54|SCC-112|SCC112	PDS5 cohesin associated factor A
PSMB5	1	LMPX|MB1|X	proteasome subunit beta 5
GSTM5	1	GSTM5-5|GTM5	glutathione S-transferase mu 5
BAZ2A	1	TIP5|WALp3	bromodomain adjacent to zinc finger domain 2A
CHCHD7	1	COX23	coiled-coil-helix-coiled-coil-helix domain containing 7
LCTL	1	KLG|KLPH	lactase like
MST1	1	D3F15S2|DNF15S2|HGFL|MSP|NF15S2	macrophage stimulating 1
RSBN1L	1	-	round spermatid basic protein 1-like
HOXC13	1	ECTD9|HOX3|HOX3G	homeobox C13
BLK	1	MODY11	BLK proto-oncogene, Src family tyrosine kinase
HCK	1	JTK9|p59Hck|p61Hck	HCK proto-oncogene, Src family tyrosine kinase
XIRP2	1	CMYA3	xin actin binding repeat containing 2
MIR29B2	1	MIRN29B2	microRNA 29b-2
MIR29B1	1	MIRN29B1|miR-29b|miRNA29B1|mir-29b-1	microRNA 29b-1
MIR106B	1	MIRN106B|mir-106b	microRNA 106b
MIR106A	1	MIRN106A|mir-106|mir-106a	microRNA 106a
ATXN7	1	ADCAII|OPCA3|SCA7	ataxin 7
HMBS	1	PBG-D|PBGD|PORC|UPS	hydroxymethylbilane synthase
SPI1	1	OF|PU.1|SFPI1|SPI-1|SPI-A	Spi-1 proto-oncogene
SMC4	1	CAP-C|CAPC|SMC-4|SMC4L1|hCAP-C	structural maintenance of chromosomes 4
P2RY12	1	ADPG-R|BDPLT8|HORK3|P2T(AC)|P2Y(12)R|P2Y(AC)|P2Y(ADP)|P2Y(cyc)|P2Y12|SP1999	purinergic receptor P2Y, G-protein coupled, 12
S100A4	1	18A2|42A|CAPL|FSP1|MTS1|P9KA|PEL98	S100 calcium binding protein A4
LEPR	1	CD295|LEP-R|LEPRD|OB-R|OBR	leptin receptor
TNKS1BP1	1	TAB182	tankyrase 1 binding protein 1
LASP1	1	Lasp-1|MLN50	LIM and SH3 protein 1
NTN4	1	PRO3091	netrin 4
CRIPAK	1	-	cysteine-rich PAK1 inhibitor
MORC4	1	ZCW4|ZCWCC2|dJ75H8.2	MORC family CW-type zinc finger 4
PSMD10P3	1	-	proteasome 26S subunit, non-ATPase, 10 pseudogene 3
PSMD10P2	1	-	proteasome 26S subunit, non-ATPase, 10 pseudogene 2
PSMD10P1	1	PSMD10P|dJ914P20.4	proteasome 26S subunit, non-ATPase, 10 pseudogene 1
MIR301A	1	MIR301|MIRN301|MIRN301A|mir-301a	microRNA 301a
MIR301B	1	MIRN301B|mir-301b	microRNA 301b
CCNA2	1	CCN1|CCNA	cyclin A2
PFN1	1	ALS18	profilin 1
PGP	1	PGPase	phosphoglycolate phosphatase
POTEF	1	A26C1B|ACTB|POTE2alpha|POTEACTIN	POTE ankyrin domain family member F
ZNF814	1	-	zinc finger protein 814
AJUBA	1	JUB	ajuba LIM protein
FOLH1	1	FGCP|FOLH|GCP2|GCPII|NAALAD1|NAALAdase|PSM|PSMA|mGCP	folate hydrolase (prostate-specific membrane antigen) 1
CDC25B	1	-	cell division cycle 25B
BMI1	1	FLVI2/BMI1|PCGF4|RNF51|flvi-2/bmi-1	BMI1 proto-oncogene, polycomb ring finger
NRP2	1	NP2|NPN2|PRO2714|VEGF165R2	neuropilin 2
CA9	1	CAIX|MN	carbonic anhydrase IX
RBMX	1	HNRNPG|HNRPG|RBMXP1|RBMXRT|RNMX|hnRNP-G	RNA binding motif protein, X-linked
ANK3	1	ANKYRIN-G|MRT37	ankyrin 3, node of Ranvier (ankyrin G)
GAS7	1	MLL/GAS7	growth arrest specific 7
RPGR	1	COD1|CORDX1|CRD|PCDX|RP15|RP3|XLRP3|orf15	retinitis pigmentosa GTPase regulator
RAD18	1	RNF73	RAD18, E3 ubiquitin protein ligase
SF1	1	BBP|D11S636|MBBP|ZCCHC25|ZFM1|ZNF162	splicing factor 1
VTCN1	1	B7-H4|B7H4|B7S1|B7X|B7h.5|PRO1291|VCTN1	V-set domain containing T cell activation inhibitor 1
USP28	1	-	ubiquitin specific peptidase 28
ARHGEF6	1	COOL2|Cool-2|MRX46|PIXA|alpha-PIX|alphaPIX	Rac/Cdc42 guanine nucleotide exchange factor 6
GNG10	1	-	guanine nucleotide binding protein (G protein), gamma 10
MKLN1	1	TWA2	muskelin 1
IFITM3	1	1-8U|DSPA2b|IP15	interferon induced transmembrane protein 3
IFITM1	1	9-27|CD225|DSPA2a|IFI17|LEU13	interferon induced transmembrane protein 1
HSPB1	1	CMT2F|HEL-S-102|HMN2B|HS.76067|HSP27|HSP28|Hsp25|SRP27	heat shock protein family B (small) member 1
CENPW	1	C6orf173|CENP-W|CUG2	centromere protein W
KIFC3	1	-	kinesin family member C3
PAFAH1B2	1	HEL-S-303	platelet activating factor acetylhydrolase 1b catalytic subunit 2
MIR424	1	MIR322|MIRN424|hsa-mir-424|miRNA424|mir-424	microRNA 424
MIR425	1	MIRN425|hsa-mir-425|mir-425	microRNA 425
MIR421	1	MIRN421|hsa-mir-421	microRNA 421
MIR423	1	MIRN423|hsa-mir-423|mir-423	microRNA 423
CSF1	1	CSF-1|MCSF	colony stimulating factor 1 (macrophage)
WNT7A	1	-	wingless-type MMTV integration site family member 7A
WNT7B	1	-	wingless-type MMTV integration site family member 7B
WNT2B	1	WNT13	wingless-type MMTV integration site family member 2B
MIR1271	1	MIRN1271|hsa-mir-1271	microRNA 1271
TXNIP	1	EST01027|HHCPA78|THIF|VDUP1	thioredoxin interacting protein
LAMB1	1	CLM|LIS5	laminin subunit beta 1
RUVBL1	1	ECP54|INO80H|NMP238|PONTIN|Pontin52|RVB1|TIH1|TIP49|TIP49A	RuvB-like AAA ATPase 1
NEK1	1	NY-REN-55|SRPS2|SRPS2A|SRTD6	NIMA-related kinase 1
MIR130B	1	MIRN130B|mir-130b	microRNA 130b
